instance_number,clingo,clingo api,clingo api heu,incr heu,no remodel,no switch
39,7.442999999999984,5.020277,8.799864,3.09349,2.86507,3.13808
40,7.404999999999973,5.019819,8.845838,3.10549,2.88248,3.11722
41,7.481999999999971,4.96248,8.814651,3.11776,2.7965,3.12384
42,7.447999999999865,5.146065,8.858207,3.1331,2.79955,3.16335
43,7.530999999999949,4.973044,8.890998,3.1536,2.80692,3.1886
44,7.442999999999984,5.01018,8.859043,3.13744,2.87403,3.18374
45,7.367999999999938,5.001777,8.830862,3.21908,2.90811,3.25111
46,7.401000000000067,4.950454,8.852185,3.24062,2.90762,3.25554
47,7.368999999999915,5.003648,8.803581,3.22006,2.91623,3.28611
48,7.374000000000024,4.958889,8.808218,3.22574,2.92607,3.30009
49,7.411999999999807,4.978096,8.843687,3.27702,2.93865,3.2721
50,7.451000000000022,4.98489,8.89558,3.26885,2.9707,3.29674
51,7.439000000000078,4.997477,8.879238,3.26485,2.94801,3.29452
52,7.543999999999869,4.983417,8.981692,3.27195,2.95586,3.28505
53,7.450000000000045,4.968552,8.881594,3.28088,2.98219,3.35459
54,7.376000000000204,4.993853,8.952943,3.31016,2.95847,3.32388
55,7.499000000000024,4.961859,8.905793,3.32565,2.975,3.37676
56,7.4090000000001055,4.982716,8.977489,3.33687,2.9897,3.36652
57,7.4529999999999745,4.9844,8.921832,3.31886,2.98923,3.38424
58,7.403999999999996,4.988252,8.921117,3.36335,2.98796,3.41099
59,7.416999999999916,4.959413,8.947321,3.36316,3.00122,3.39641
60,7.417000000000144,4.965522,8.95722,3.36222,2.99755,3.43161
61,7.480000000000018,5.009685,8.881271,3.38218,3.01865,3.43215
62,7.446999999999889,4.990889,8.918762,3.36868,3.01016,3.43794
63,7.433999999999969,4.984005,8.906385,3.41965,3.02623,3.45187
64,7.41800000000012,4.996824,8.906845,3.44068,3.0394,3.45325
65,7.4050000000002,5.01929,8.927505,3.43178,3.03841,3.44397
66,7.466000000000122,4.972723,8.954079,3.4283,3.05733,3.47224
67,7.442000000000007,5.010324,8.902709,3.42583,3.04819,3.48219
68,7.451000000000022,4.986108,8.912355,3.43949,3.05129,3.5178
69,7.404999999999973,4.98883,8.988826,3.46311,3.07018,3.49556
70,7.537000000000035,4.94788,8.928917,3.44122,3.06009,3.49119
71,7.402000000000044,4.969566,8.917411,3.55393,3.16114,3.65907
72,7.3840000000000146,4.960454,8.945791,3.59224,3.17316,3.61439
73,7.433999999999969,4.976975,8.935804,3.60007,3.18097,3.65687
74,7.419000000000096,5.06127,8.914179,3.59214,3.18681,3.67344
75,7.442000000000007,4.996187,8.934271,3.62478,3.19509,3.68482
76,7.463999999999942,4.971621,8.988032,3.64386,3.19632,3.67879
77,7.394999999999982,4.96016,8.953347,3.60686,3.20107,3.67347
78,7.421000000000049,4.991483,8.913865,3.67116,3.19062,3.70767
79,7.375999999999976,5.023245,8.93272,3.67452,3.22686,3.68282
80,7.470000000000027,4.989686,8.964641,3.64605,3.23094,3.69686
81,7.451999999999998,4.995764,8.922601,3.66007,3.23445,3.72647
82,7.495999999999867,5.007767,8.895808,3.63487,3.24269,3.74551
83,7.405999999999949,4.989166,9.00223,3.65083,3.24728,3.69887
84,7.503000000000156,5.201152,8.980547,3.69511,3.24872,3.73168
85,7.526000000000067,4.957741,8.954782,3.73264,3.26026,3.74788
86,7.442999999999984,5.33936,8.952344,3.72583,3.26789,3.73755
87,7.433999999999969,5.003159,8.934936,3.71922,3.2634,3.7684
88,7.428000000000111,5.566881,8.936315,3.73185,3.26919,3.81019
89,7.470000000000027,5.550969,8.925133,3.74248,3.31299,3.81309
90,7.558999999999969,5.089171,8.946522,3.76549,3.29543,3.81611
91,7.426000000000158,4.993442,8.983335,3.75334,3.30714,3.79378
92,7.460000000000036,4.940389,9.004821,3.81301,3.30836,3.82122
93,7.450000000000045,4.982661,8.985656,3.78852,3.32675,3.83387
94,7.43100000000004,4.952247,9.000629,3.80095,3.32696,3.85717
95,7.425000000000182,4.955898,8.954515,3.80921,3.32682,3.86322
96,7.437999999999875,4.953927,8.963229,3.81834,3.38999,3.86265
97,7.402000000000044,4.980878,8.923658,3.80757,3.34465,3.87729
98,7.401999999999816,4.974123,8.9311,3.82847,3.34541,3.92199
99,7.403999999999996,4.974817,8.934494,3.85472,3.34549,3.91777
