instance_number,clingo,clingo api,clingo api heu,incr heu,no remodel,no switch
37,0.0,0.282985,0.249729,0.001111,0.00125,0.001089
38,0.0,0.278592,0.249385,0.001125,0.001299,0.001117
39,0.0,0.27876,0.251716,0.001135,0.001318,0.001127
40,0.0,0.277985,0.25088,0.001152,0.001348,0.00116
41,0.0,0.277812,0.251425,0.001219,0.001366,0.001176
42,0.0,0.27786,0.253436,0.001213,0.0014,0.001205
43,0.0,0.280209,0.251635,0.001229,0.001403,0.001232
44,0.0,0.280268,0.253664,0.001261,0.001436,0.001287
45,0.0,0.277692,0.252044,0.001287,0.00153,0.001292
46,0.0,0.279644,0.251642,0.001311,0.001497,0.001312
47,0.0,0.279262,0.250326,0.001369,0.001523,0.001331
48,0.0,0.280198,0.250641,0.001388,0.001571,0.001372
49,0.0,0.279905,0.250759,0.001384,0.001584,0.001389
50,0.0,0.280176,0.253744,0.001409,0.001626,0.001406
51,0.0,0.280338,0.252813,0.001458,0.001641,0.001457
52,0.0,0.280448,0.255449,0.001479,0.00166,0.001451
53,0.0,0.279651,0.250904,0.001471,0.001688,0.001472
54,0.0,0.280437,0.252078,0.001521,0.00171,0.001516
55,0.0,0.279662,0.250753,0.001527,0.001738,0.001511
56,0.0,0.281664,0.253249,0.001562,0.001766,0.001549
57,0.0,0.281304,0.251823,0.00159,0.001797,0.001589
58,0.0,0.278102,0.255173,0.001598,0.001813,0.001598
59,0.0,0.281993,0.25301,0.00161,0.00184,0.00162
60,0.0,0.280149,0.252697,0.0016,0.001864,0.001644
61,0.0,0.280891,0.251921,0.001655,0.0019,0.001664
62,0.0,0.280891,0.251884,0.001706,0.001894,0.001689
63,0.0,0.279099,0.253829,0.001746,0.001968,0.001744
64,0.0,0.283638,0.252285,0.001785,0.001941,0.00174
65,0.0,0.281003,0.252116,0.001806,0.001987,0.001787
66,0.0,0.281549,0.252457,0.001822,0.002029,0.0018
67,0.0,0.279203,0.255368,0.001837,0.002013,0.001818
68,0.0,0.281256,0.253193,0.001836,0.0021,0.001883
69,0.0,0.280983,0.253553,0.001878,0.002084,0.001862
70,0.0,0.280308,0.254776,0.001904,0.002145,0.001886
71,0.0,0.281516,0.256577,0.001951,0.002148,0.001892
72,0.0,0.279405,0.254843,0.001922,0.00218,0.00194
73,0.0,0.281464,0.254872,0.001972,0.002193,0.001955
74,0.0,0.279657,0.256362,0.001997,0.002294,0.001998
75,0.0,0.282297,0.254964,0.002013,0.002278,0.002038
76,0.0,0.282505,0.256016,0.002065,0.002317,0.002018
77,0.0,0.28159,0.25462,0.002073,0.002352,0.002083
78,0.0,0.282821,0.25471,0.002103,0.002374,0.00208
79,0.0,0.28208,0.254122,0.002131,0.002353,0.002107
80,0.0,0.280437,0.253536,0.002153,0.002417,0.002123
81,0.0,0.282675,0.254167,0.002183,0.00244,0.00213
82,0.0,0.282174,0.254746,0.002205,0.002494,0.002165
83,0.0,0.283263,0.254061,0.002223,0.002533,0.002209
84,0.0,0.409383,0.253915,0.002236,0.002525,0.002228
85,0.0,0.292786,0.255697,0.002283,0.002577,0.002271
86,0.0,0.430452,0.25622,0.002303,0.002574,0.002261
87,0.0,0.294276,0.256167,0.002271,0.002609,0.002301
88,0.0,0.431137,0.256965,0.002334,0.002635,0.002331
89,0.0,0.432537,0.256288,0.002368,0.002618,0.002363
90,0.0,0.372702,0.256086,0.002388,0.002696,0.002409
91,0.0,0.292793,0.256648,0.002399,0.002719,0.002407
92,0.0,0.285769,0.257092,0.002462,0.002722,0.002422
93,0.0,0.285093,0.256988,0.002437,0.002787,0.002477
94,0.0,0.287231,0.257228,0.002472,0.002821,0.002509
95,0.0,0.285412,0.258876,0.002474,0.002811,0.002541
96,0.0,0.285622,0.256564,0.00256,0.00285,0.002572
97,0.0,0.287501,0.256398,0.002602,0.00287,0.002593
98,0.0,0.286458,0.257451,0.002562,0.002918,0.002594
99,0.0,0.284112,0.256778,0.002578,0.002912,0.00261
