instance_number,clingo,clingo api,clingo api heu,incr heu,no remodel,no switch
0,1065.002,1080.72467,980.000254,2386.1,2393.98,2389.41
1,1065.047,1080.163858,10.979294,1869.92,2460.75,549.614
2,1065.07,1089.232099,11.026645,12.2245,2463.16,12.1936
3,1063.257,1080.361391,11.058709,12.2097,2460.0,12.2153
4,1065.074,1081.012737,11.035524,12.1934,2463.0,12.1903
5,1064.846,1081.552737,11.101332,12.239,2463.56,12.1941
6,1068.652,1087.594245,11.040272,12.1891,2465.79,12.2302
7,1073.53,1080.791443,11.022757,12.2849,2462.38,12.2402
8,1064.313,1080.267288,11.094612,12.3104,2453.29,12.3269
9,1063.96,1081.03077,11.038417,12.4092,2448.56,12.3685
10,1064.715,1088.012764,11.077968,12.4517,2450.49,12.4148
11,1066.285,1088.220957,11.077947,12.4546,2457.98,12.4952
12,1065.666,1081.201014,11.068018,12.5074,2454.92,12.5753
13,1066.82,1081.596322,11.022664,12.5778,2451.03,12.6184
14,1075.341,1090.349526,11.06167,12.6302,2449.52,12.7028
15,1065.052,1085.698494,11.067681,12.6558,2456.01,12.7601
16,1064.099,1080.978999,11.034578,12.752,2453.62,12.7902
17,1065.434,1080.532454,11.039093,12.809,2451.1,12.8593
18,1064.736,1089.108434,11.091222,12.8928,2446.47,12.8776
19,1074.652,1081.408798,11.041905,12.9706,2448.66,12.9391
20,1062.86,1080.397033,11.063113,13.0136,2453.92,13.0001
21,1069.212,1081.548735,11.002508,13.0404,2472.63,13.0147
22,1068.856,1094.117449,11.079582,13.0679,2469.22,13.0518
23,1068.577,1086.659668,11.085261,13.1088,2465.92,13.1193
24,1064.859,1079.755348,11.178333,13.1628,2466.17,13.2168
25,1063.088,1085.906531,11.058056,13.2286,2464.91,13.2621
26,1070.485,1095.502536,11.070074,13.2866,2466.35,13.344
27,1068.153,1082.188499,11.047642,13.3424,2465.67,13.3806
28,1065.421,1080.680531,11.088787,13.4741,2465.79,13.4662
29,1069.659,1083.075038,11.062158,13.5141,2465.54,13.5018
30,1065.534,1089.208099,11.084234,13.5806,2466.96,13.5776
31,1065.687,1082.752199,11.063332,13.6465,2465.69,13.615
32,1063.635,1081.315481,11.069651,13.6542,2467.77,13.647
33,1064.978,1084.173396,11.037162,13.7033,2465.67,13.7637
34,1064.098,1090.660884,11.079145,13.7625,2468.21,13.8539
35,1066.246,1082.755372,11.166434,13.8276,2464.44,13.8888
36,1065.546,1084.204197,11.107672,13.8994,2466.28,13.9555
37,1066.524,1083.196477,11.04721,13.9375,2463.56,13.9802
38,1063.436,1089.334813,11.108248,14.0132,2464.11,14.0049
39,1064.033,1082.699995,11.056137,14.0558,2464.97,14.0618
40,1064.135,1085.330045,11.098282,14.1119,2463.32,14.0974
41,1065.562,1081.601329,11.068715,14.1589,2470.12,14.144
42,1063.658,1089.5972,11.120546,14.2092,2467.2,14.2615
43,1064.721,1081.108052,11.163527,14.2573,2471.63,14.3152
44,1067.913,1082.807319,11.122599,14.2737,2464.37,14.3594
45,1064.328,1082.870341,11.085798,14.4131,2463.03,14.4602
46,1064.421,1100.305509,11.112351,14.4969,2461.94,14.5123
47,1065.019,1082.086916,11.047043,14.5079,2470.13,14.5683
48,1068.874,1081.069719,11.052516,14.559,2461.12,14.5992
49,1079.052,1084.246171,11.116953,14.639,2464.89,14.6458
50,1068.421,1088.291472,11.169828,14.6723,2467.18,14.7331
51,1067.759,1083.803067,11.141175,14.7072,2462.98,14.7412
52,1065.484,1080.853602,11.246779,14.7653,2464.5,14.7758
53,1064.55,1088.811103,11.13741,14.8062,2459.96,14.9201
54,1068.246,1139.401459,11.220234,14.9012,2471.78,14.9117
55,1067.869,1081.480921,11.171795,14.9477,2462.12,14.9706
56,1067.209,1084.027118,11.229689,15.0002,2462.5,15.0271
57,1071.883,1083.115529,11.193658,15.0252,2462.33,15.0983
58,1065.904,1092.414901,11.193098,15.0831,2472.25,15.1389
59,1063.657,1079.24338,11.210301,15.1214,2462.78,15.1538
60,1067.737,1081.991553,11.213863,15.139,2462.17,15.2599
61,1080.33,1082.08078,11.136225,15.2415,2463.85,15.3061
62,1070.617,1092.335458,11.186777,15.2662,2482.46,15.3393
63,1067.114,1081.024056,11.177708,15.342,2462.52,15.3852
64,1067.758,1082.796145,11.158965,15.4174,2465.11,15.4589
65,1071.265,1081.796265,11.182054,15.4384,2461.64,15.4506
66,1076.266,1090.121516,11.223101,15.4636,2461.18,15.4935
67,1069.372,1082.259724,11.171878,15.5288,2464.59,15.5766
68,1067.571,1086.036218,11.177841,15.5597,2461.92,15.6552
69,1067.305,1084.280091,11.25131,15.6446,2461.15,15.6566
70,1065.747,1089.684514,11.192764,15.6953,2462.6,15.725
71,1065.152,1082.332167,11.185443,15.8219,2483.34,15.9022
72,1067.354,1082.331213,11.211292,15.8937,2463.62,15.9122
73,1065.064,1082.098436,11.200828,15.9477,2461.02,16.0161
74,1064.669,1091.348545,11.182624,15.9358,2459.7,16.0557
75,1065.652,1085.216575,11.20882,15.9994,2462.53,16.1217
76,1064.454,1083.389762,11.26766,16.0772,2462.35,16.1502
77,1065.455,1080.377439,11.228319,16.0866,2480.7,16.1698
78,1067.271,1088.86759,11.179633,16.2129,2461.21,16.2627
79,1076.316,1080.929858,11.190464,16.282,2460.89,16.2955
80,1067.7,1085.516131,11.231512,16.2573,2463.2,16.3331
81,1064.272,1087.02737,11.185011,16.3061,2463.54,16.3632
82,1066.686,1093.964144,11.153903,16.2977,2459.76,16.4276
83,1064.946,1089.370407,11.272946,16.3995,2462.01,16.419
84,1066.813,1095.142258,11.250569,16.4905,2464.74,16.5523
85,1065.016,1095.777256,11.227813,16.5431,2460.48,16.5753
86,1066.083,1104.082179,11.223227,16.5421,2461.44,16.5759
87,1067.524,1096.708108,11.212625,16.5766,2468.31,16.6574
88,1064.778,1091.206364,11.221519,16.6495,2461.93,16.7762
89,1064.58,1086.247959,11.198615,16.6918,2466.91,16.799
90,1064.609,1088.895961,11.221699,16.7681,2464.09,16.7962
