instance_number,clingo,clingo api,clingo api heu,incr heu,no remodel,no switch
83,1.7659999999999982,1.150943,2.105784,0.850024,0.736169,0.836427
84,1.7609999999999957,1.143966,2.086903,0.845111,0.737903,0.855938
85,1.7660000000000051,1.148943,2.098046,0.837387,0.740975,0.854931
86,1.7689999999999984,1.138156,2.079117,0.845423,0.738845,0.855525
87,1.783999999999999,1.143229,2.083256,0.850761,0.744573,0.867787
88,1.774000000000001,1.147417,2.10988,0.864253,0.744711,0.880832
89,1.7650000000000006,1.152236,2.093252,0.847647,0.745565,0.858559
90,1.7590000000000003,1.147392,2.105472,0.847758,0.74804,0.858382
91,1.759999999999998,1.151991,2.092607,0.855017,0.750652,0.865094
92,1.759999999999998,1.146314,2.091814,0.861851,0.74973,0.871859
93,1.764000000000003,1.147605,2.101575,0.865579,0.748242,0.892699
94,1.7659999999999982,1.149947,2.094784,0.882628,0.752629,0.880686
95,1.768000000000001,1.145875,2.076326,0.87511,0.761871,0.877539
96,1.764000000000003,1.14675,2.097041,0.868981,0.758327,0.904012
97,1.759999999999998,1.149588,2.088841,0.894172,0.758311,0.913589
98,1.7779999999999987,1.149332,2.085059,0.87168,0.762014,0.881434
99,1.7620000000000005,1.15656,2.083059,0.843814,0.766466,0.894194
