instance_number,clingo,clingo api,clingo api heu,dlv2,incr heu,no remodel,no switch,std incr
301,0.19,0.397285,0.024213,0.967681,0.300357,0.322979,0.308389,1.55295
302,0.03,0.050716,0.024564,0.507169,0.309172,0.541205,0.306861,1.56398
303,0.1,0.510856,0.024449,0.353876,0.30093,0.969869,0.309976,1.2253
304,0.09,0.072158,0.024521,0.3458,0.301653,0.311117,0.316572,1.38275
305,0.08,0.10007,0.024195,0.32069,0.302708,0.841006,0.309542,4.39864
306,0.01,0.056788,0.024445,0.105893,0.30641,0.319218,0.312602,1.21057
307,0.69,0.628515,0.024433,0.840332,1.08929,0.645288,0.312565,1.40851
308,0.76,1.100446,0.024314,1.57282,0.303365,2.39505,0.314527,4.42559
309,0.09,0.118911,0.024117,0.300918,0.306223,0.827871,0.312261,1.15865
310,0.01,1.064659,0.024042,1.10367,0.305308,0.913373,0.313851,4.22428
311,0.24,0.468781,0.024955,0.118701,0.551427,0.508303,0.315386,1.0393
312,0.57,3.950046,0.024517,8.31136,0.307369,3.41843,0.312758,3.39179
313,0.33,0.062312,0.024169,0.510781,0.307248,0.88696,0.313797,0.884631
314,0.14,0.255551,0.024441,0.282555,0.30744,0.562071,0.314917,1.60326
315,0.87,1.256279,0.02593,3.98942,0.303881,1.19846,0.311798,3.11618
316,0.02,0.079885,0.024321,0.179749,0.308954,0.411523,0.315353,1.28588
317,0.04,0.106634,0.024549,0.242276,0.309935,0.365113,0.315684,0.862845
318,0.22,0.238092,0.024106,0.178052,0.310478,0.764327,0.313802,2.97259
319,0.32,0.211479,0.024563,0.316756,0.346009,0.464511,0.315903,2.61847
320,0.22,0.205357,0.024171,0.621369,0.387682,0.460506,0.314852,1.17485
321,0.04,0.105954,0.025564,0.170137,0.310085,0.303277,0.325511,0.852158
322,0.01,0.029967,0.024593,0.296529,0.473631,0.39298,0.320225,1.90425
323,1.31,1.423982,0.024166,0.300636,0.316411,2.77396,0.32105,26.3259
324,0.23,0.242993,0.024399,0.127813,0.311663,0.605846,0.323624,1.54218
325,0.21,0.069524,0.024198,0.154053,0.312197,0.536366,0.321584,1.25088
326,0.27,0.457795,0.024393,0.926771,0.312004,0.423986,0.323157,1.51396
327,0.09,0.176342,0.024298,0.217372,0.313745,0.453754,0.321619,1.53981
328,0.03,0.134148,0.024436,0.258116,0.312826,0.410872,0.320449,1.29922
329,0.17,0.042666,0.024405,0.257812,0.315155,0.345596,0.323543,1.62053
330,0.35,0.359246,0.024398,0.559293,0.361869,0.929118,0.324667,1.70224
331,0.11,0.126188,0.024468,0.110222,0.318075,0.360993,0.324423,0.843578
332,0.09,0.048994,0.024447,0.219113,0.338747,0.542891,0.324353,2.28909
333,0.02,0.117369,0.024334,0.237758,0.31548,0.330499,0.332622,1.21669
334,0.47,1.442175,0.024661,0.784922,0.706036,0.610701,0.327226,3.08092
335,0.02,0.038326,0.024315,0.237381,0.320394,0.333668,0.333542,1.95194
336,0.04,0.106898,0.024454,0.147159,0.318134,0.430752,0.325755,1.43706
