instance_number,clingo,clingo api,clingo api heu,dlv2,incr heu,no remodel,no switch,std incr
155,0.0,0.035205,0.034459,0.010345,0.014716,0.014835,0.01505,0.014887
156,0.0,0.036621,0.0348,0.010756,0.014919,0.015126,0.015106,0.015125
157,0.0,0.034521,0.034475,0.018001,0.014913,0.015057,0.015041,0.015098
158,0.0,0.033929,0.033648,0.010292,0.01472,0.014781,0.014758,0.014817
159,0.0,0.035201,0.034586,0.010638,0.015262,0.015065,0.015214,0.015259
160,0.0,0.033949,0.033751,0.008169,0.01465,0.01474,0.014763,0.01466
161,0.0,0.034177,0.033694,0.008238,0.01467,0.014864,0.015125,0.014911
162,0.0,0.034836,0.03406,0.018019,0.014851,0.015084,0.015014,0.0152
163,0.0,0.034632,0.033923,0.017945,0.014809,0.014902,0.015036,0.015257
164,0.0,0.035456,0.034529,0.010897,0.014942,0.014916,0.015067,0.01514
165,0.0,0.035227,0.034577,0.010678,0.015139,0.015193,0.015366,0.015331
166,0.0,0.035249,0.035442,0.01832,0.015247,0.015144,0.015402,0.015295
167,0.0,0.034184,0.033368,0.017628,0.014684,0.014764,0.014993,0.014961
168,0.0,0.034941,0.034587,0.017913,0.015203,0.015045,0.01537,0.015329
169,0.0,0.035932,0.035168,0.018187,0.015364,0.015517,0.015749,0.015523
170,0.0,0.036141,0.036024,0.017894,0.015406,0.015347,0.015558,0.015448
171,0.0,0.034901,0.035007,0.018473,0.015313,0.015491,0.015538,0.015441
172,0.0,0.034899,0.035021,0.017893,0.015115,0.015142,0.015382,0.015281
173,0.0,0.034166,0.03327,0.017388,0.014845,0.014902,0.014967,0.015055
174,0.0,0.034767,0.035217,0.010701,0.015518,0.015422,0.015478,0.015219
175,0.0,0.034497,0.034017,0.017816,0.015066,0.015035,0.015272,0.015181
176,0.0,0.035056,0.03473,0.017826,0.015196,0.015279,0.015397,0.015448
177,0.0,0.034469,0.033151,0.017724,0.015053,0.014997,0.015148,0.015097
178,0.0,0.035043,0.034261,0.017866,0.015291,0.015388,0.015302,0.015179
179,0.0,0.035396,0.034264,0.010508,0.015487,0.0155,0.015695,0.015624
180,0.0,0.034298,0.034128,0.010505,0.015021,0.015126,0.015439,0.015134
181,0.0,0.034575,0.034123,0.010315,0.015331,0.015217,0.015317,0.015148
182,0.0,0.034821,0.033461,0.010239,0.014973,0.015242,0.015155,0.015082
183,0.0,0.034397,0.03422,0.010656,0.015368,0.01521,0.015408,0.015332
