instance_number,clingo,clingo api,clingo api heu,dlv2,incr heu,no remodel,no switch,std incr
221,1.132,0.684005,0.831425,0.034915,0.194818,0.202044,0.193678,0.156603
222,1.125,0.684298,0.836802,0.034306,0.200541,0.198269,0.192335,0.156069
223,1.132,0.682255,0.831161,0.034267,0.190837,0.194848,0.204648,0.157144
224,1.121,0.67948,0.832992,0.034918,0.192538,0.204612,0.202408,0.157698
225,1.123,0.680599,0.830548,0.035127,0.206515,0.203524,0.203967,0.158818
226,1.1350000000000002,0.67972,0.827821,0.034084,0.207796,0.211354,0.201239,0.156792
227,1.129,0.685544,0.828584,0.034832,0.200516,0.203323,0.199648,0.157348
228,1.124,0.6796,0.838404,0.034054,0.19512,0.210839,0.197238,0.158668
229,1.132,0.679463,0.837434,0.034174,0.198803,0.210705,0.202254,0.16058
230,1.133,0.679843,0.82537,0.035015,0.201586,0.214463,0.196182,0.158268
231,1.105,0.677949,0.835047,0.034794,0.195568,0.208687,0.198111,0.159011
232,1.14,0.698692,0.838666,0.031242,0.195288,0.200975,0.197061,0.160366
233,1.137,0.679947,0.832179,0.034401,0.196192,0.213416,0.197201,0.160558
234,1.116,0.679194,0.831943,0.031418,0.201448,0.206948,0.1991,0.160753
235,1.109,0.684489,0.832787,0.030142,0.214272,0.207017,0.197665,0.160574
236,1.134,0.674797,0.831844,0.034267,0.215448,0.214642,0.201705,0.166493
237,1.111,0.684443,0.837074,0.034437,0.211147,0.212057,0.213319,0.160846
238,1.118,0.674723,0.828594,0.034212,0.215722,0.217171,0.216464,0.161214
239,1.134,0.676998,0.833776,0.034685,0.216281,0.216357,0.216886,0.16273
240,1.123,0.674602,0.840752,0.034295,0.21569,0.217142,0.218609,0.16266
241,1.126,0.737492,0.82446,0.034344,0.213209,0.216961,0.214356,0.162739
242,1.115,0.674542,0.828595,0.034752,0.200841,0.217037,0.216176,0.162057
243,1.12,0.682303,0.840306,0.034063,0.20667,0.219249,0.220583,0.1627
244,1.1589999999999998,0.680112,0.82556,0.033908,0.200712,0.218236,0.21825,0.16395
245,1.122,0.709566,0.830753,0.03416,0.20081,0.219884,0.218045,0.162642
246,1.118,0.684701,0.838079,0.032828,0.204007,0.219024,0.214667,0.163457
247,1.135,0.688344,0.829447,0.029937,0.20333,0.220368,0.203521,0.163488
248,1.121,0.703674,0.831818,0.034226,0.201693,0.215869,0.203469,0.164632
249,1.126,0.677824,0.831121,0.034384,0.203836,0.208402,0.203356,0.16987
250,1.128,0.677639,0.82395,0.031622,0.205313,0.220749,0.203322,0.164906
251,1.126,0.693595,0.837541,0.031644,0.202931,0.222565,0.213138,0.164802
252,1.131,0.677492,0.830874,0.034192,0.205074,0.221109,0.219126,0.165356
253,1.134,0.681332,0.831443,0.031286,0.205793,0.220432,0.221359,0.164839
254,1.119,0.67566,0.842081,0.031064,0.205529,0.224161,0.223548,0.171342
255,1.115,0.712749,0.854489,0.030794,0.204797,0.224696,0.219104,0.165456
256,1.138,0.673886,0.8266,0.034441,0.206488,0.224387,0.207876,0.165955
257,1.133,0.698792,0.826202,0.034809,0.208199,0.224855,0.225909,0.165939
258,1.121,0.679613,0.828039,0.034874,0.206579,0.224437,0.223597,0.169114
259,1.141,0.679819,0.826321,0.034255,0.208451,0.225448,0.223572,0.166964
260,1.089,0.684514,0.830053,0.034245,0.206716,0.22442,0.217657,0.167619
261,1.13,0.67779,0.829878,0.034424,0.208011,0.224811,0.208761,0.167182
262,1.109,0.676017,0.825377,0.03417,0.208151,0.224809,0.216043,0.173214
263,1.256,0.690212,0.834351,0.034403,0.208515,0.227271,0.225774,0.168
264,1.126,0.678372,0.830211,0.034566,0.208276,0.221918,0.226332,0.168039
265,1.139,0.678813,0.838745,0.036632,0.210332,0.217175,0.220772,0.168856
266,1.131,0.67662,0.827832,0.030904,0.208602,0.228326,0.210201,0.167914
267,1.132,0.677377,0.836798,0.034255,0.211318,0.229711,0.210192,0.168727
268,1.137,0.681039,0.838089,0.034511,0.209357,0.229526,0.216999,0.169155
269,1.117,0.676897,0.830894,0.034231,0.210866,0.228471,0.210441,0.169284
270,1.13,0.692941,0.844006,0.031101,0.210422,0.225942,0.210491,0.170038
271,1.137,0.706952,0.835837,0.033993,0.213093,0.226362,0.211474,0.17068
272,1.117,0.678969,0.829053,0.031042,0.211208,0.218923,0.212863,0.170329
273,1.123,0.676659,0.839838,0.034789,0.211748,0.23133,0.215886,0.170176
274,1.109,0.676533,0.824322,0.031408,0.213808,0.225231,0.228741,0.17113
275,1.143,0.676182,0.829468,0.031431,0.212415,0.218091,0.2237,0.1696
276,1.134,0.677195,0.83375,0.031483,0.213616,0.226352,0.215884,0.170527
277,1.12,0.680945,0.837298,0.03126,0.212987,0.219013,0.231981,0.171427
278,1.139,0.678434,0.836997,0.031212,0.21343,0.233149,0.231971,0.171651
279,1.125,0.683953,0.828703,0.035495,0.213836,0.235689,0.227945,0.172343
280,1.123,0.686025,0.86784,0.034695,0.216732,0.228076,0.218823,0.171941
281,1.12,0.709618,0.837729,0.034656,0.213684,0.220799,0.232537,0.172259
282,1.115,0.675947,0.833964,0.031936,0.213609,0.235567,0.233462,0.172511
283,1.132,0.679169,0.840187,0.034439,0.216705,0.235502,0.232251,0.172245
284,1.128,0.719476,0.831843,0.031988,0.215482,0.235358,0.234104,0.173326
285,1.126,0.676363,0.834056,0.031167,0.21774,0.235705,0.228489,0.172915
