instance_number,clingo,clingo api,clingo api heu,dlv2,incr heu,no remodel,no switch,std incr
75,1.176,0.782095,0.899947,0.265197,0.244236,0.323121,0.246504,0.589596
76,1.163,0.770469,0.888639,0.229793,0.242643,0.421443,0.246396,2.95607
77,1.247,0.797674,0.894636,0.136538,0.245138,0.624298,0.253812,0.889776
78,1.134,0.743249,0.883031,0.376833,0.450426,0.511621,0.248963,1.87638
79,1.514,1.920352,0.890722,0.3193189999999999,0.252865,1.75947,0.255658,1.83764
80,1.139,0.743242,0.893954,0.262679,0.273393,0.295183,0.252654,1.47425
81,1.654,1.290611,0.89123,0.445266,0.252216,1.07713,0.254571,4.51001
82,1.356,1.141982,0.885752,0.813195,0.252854,0.65532,0.261614,3.45006
83,1.245,1.652433,0.889018,0.518672,0.255043,0.818753,0.264944,0.721302
84,1.657,0.901399,0.895905,0.4787349999999999,0.258282,0.607527,0.260409,1.63738
85,1.24,0.842643,0.889607,0.3951329999999999,0.262038,2.04519,0.269136,1.14061
86,1.205,0.952796,0.894949,0.247274,0.362281,0.291168,0.270461,0.447886
87,1.229,0.854548,0.914187,0.3438739999999999,0.303667,0.68009,0.264798,1.2828
88,1.505,0.782884,0.897209,0.538115,0.265135,0.725192,0.267458,1.59257
89,1.167,0.743285,0.880437,1.184198,0.265764,1.29535,0.268546,1.58934
90,1.214,0.82005,0.907104,0.163862,0.268139,0.379225,0.270355,1.15069
91,1.202,0.829453,0.88804,1.5797409999999998,0.268787,0.644985,0.277216,0.505068
92,1.728,0.836467,0.882551,1.826067,0.270917,1.07436,0.274356,1.52555
93,1.141,0.750107,0.887199,0.136394,0.273622,0.325681,0.275959,0.554527
94,1.174,0.878916,0.890374,0.274045,0.276189,0.334806,0.277943,1.3296
95,1.337,0.96906,0.891136,0.46218,0.277126,0.404611,0.27817,0.793586
96,1.147,0.759414,0.889876,0.355628,0.281152,0.306052,0.282576,0.729704
97,1.229,0.955201,0.885386,0.386258,0.278719,1.22078,0.285463,1.46689
98,1.287,0.904848,0.88532,0.14891,0.28248,0.291865,0.284033,1.4188
99,1.355,0.932026,0.894487,0.885617,0.284524,0.43944,0.288662,1.52485
