instance_number,clingo,clingo api,clingo api heu,incr heu,no remodel,no switch
71,55.58,72.911923,0.219172,1.10268,299.784,1.09428
72,55.67,72.205222,0.218879,1.10915,299.573,1.10616
73,55.82,72.528035,0.218555,1.11154,299.092,1.10985
74,55.58,72.3426,0.219968,1.11225,299.327,1.11848
75,55.71,72.263856,0.218805,1.11802,301.377,1.11827
76,55.61,72.288405,0.218829,1.12127,299.084,1.12867
77,55.27,72.166114,0.218196,1.12887,300.515,1.13312
78,55.43,72.042586,0.219595,1.14034,298.881,1.1404
79,55.27,72.11549,0.219526,1.14175,299.388,1.13961
80,55.57,72.227296,0.217576,1.14666,299.041,1.15086
81,55.31,72.138977,0.218719,1.14776,299.293,1.16414
82,55.71,72.421641,0.220214,1.15587,298.998,1.15995
83,55.82,72.218941,0.217472,1.16383,299.23,1.16362
84,55.41,72.187444,0.218903,1.16827,300.222,1.16606
85,55.25,72.182939,0.218616,1.17154,300.707,1.17476
86,55.22,72.206205,0.219901,1.17981,298.704,1.17749
87,55.81,72.282048,0.216951,1.18557,299.878,1.18647
88,55.87,72.315799,0.217639,1.1888,298.85,1.19348
89,55.67,72.101641,0.217682,1.19715,301.986,1.20112
90,55.84,72.149483,0.217015,1.20253,298.99,1.20075
91,55.68,72.132208,0.218254,1.2066,300.329,1.21123
92,55.8,72.699811,0.218389,1.2107,299.191,1.20935
93,55.56,72.256987,0.220101,1.21813,300.486,1.21581
94,55.71,72.752293,0.218789,1.21932,299.656,1.21975
95,55.69,72.290023,0.219701,1.22643,300.131,1.22162
96,55.6,72.023302,0.219206,1.23171,299.155,1.22989
97,55.98,72.326694,0.220221,1.24031,299.536,1.23861
98,55.68,72.154242,0.219419,1.25924,301.283,1.25976
99,55.74,72.303991,0.218308,1.24398,300.13,1.24423
