instance_number,clingo,clingo api,clingo api heu,incr heu,no remodel,no switch
72,56.516,72.819124,1.313016,1.53041,299.964,1.50545
73,56.665,73.13925,1.307245,1.53872,299.484,1.50957
74,56.424,72.957317,1.31189,1.53241,299.721,1.53021
75,56.573,72.871419,1.315981,1.5447,301.772,1.52177
76,56.475,72.900865,1.322929,1.54924,299.452,1.53422
77,56.116,72.788097,1.309619,1.58292,300.884,1.53991
78,56.288,72.658662,1.317588,1.57999,299.281,1.55713
79,56.114,72.723221,1.321221,1.5664,299.788,1.54897
80,56.422,72.84008,1.324424,1.57904,299.439,1.56129
81,56.174,72.749728,1.311825,1.57719,299.693,1.57299
82,56.561,73.031003,1.314373,1.59118,299.398,1.57335
83,56.672,72.834568,1.313994,1.59954,299.633,1.58441
84,56.258,72.797683,1.315,1.63233,300.598,1.57853
85,56.107,72.795693,1.309658,1.63343,301.112,1.59101
86,56.063,72.812757,1.317529,1.64753,299.108,1.59597
87,56.667,72.891103,1.313213,1.6253,300.283,1.60554
88,56.724,72.925284,1.308519,1.62875,299.257,1.61149
89,56.526,72.713584,1.313818,1.63631,302.396,1.62048
90,56.711,72.760042,1.311725,1.64371,299.399,1.62425
91,56.536,72.742357,1.310411,1.65289,300.712,1.64272
92,56.661,73.310862,1.320925,1.65192,299.604,1.63519
93,56.406,72.862614,1.310627,1.66395,300.899,1.64231
94,56.569,73.365255,1.32101,1.67087,300.07,1.6601
95,56.55,72.90308,1.31606,1.68423,300.548,1.64946
96,56.456,72.642454,1.312727,1.70636,299.544,1.66011
97,56.837,72.935516,1.317655,1.71453,299.953,1.67073
98,56.536,72.76459,1.318106,1.73739,301.7,1.69102
99,56.617,72.912079,1.318291,1.7312,300.562,1.69899
