instance_number,clingo,clingo api,clingo api heu,incr heu,no remodel,no switch
73,3.724999999999966,2.448904,4.380235,1.72218,1.50975,1.71674
74,3.680999999999983,2.452061,4.378363,1.72123,1.5104,1.71979
75,3.766999999999996,2.442643,4.390571,1.71931,1.53604,1.75248
76,3.681999999999959,2.432459,4.381682,1.71742,1.51517,1.74781
77,3.716000000000008,2.446742,4.422805,1.72519,1.53349,1.73765
78,3.69399999999996,2.456263,4.39716,1.74709,1.5365,1.77309
79,3.6999999999999886,2.474478,4.378354,1.76814,1.54712,1.77568
80,3.66900000000004,2.426355,4.387375,1.71731,1.53591,1.77266
81,3.699000000000012,2.474346,4.378345,1.74066,1.53597,1.8206
82,3.673000000000002,2.420062,4.382341,1.75656,1.54874,1.7792
83,3.690999999999974,2.473866,4.378205,1.75444,1.54435,1.78013
84,3.766999999999996,2.418993,4.381019,1.77554,1.55559,1.75704
85,3.6719999999999686,2.427337,4.382612,1.77798,1.55906,1.7778
86,3.72199999999998,2.440474,4.389877,1.77722,1.58543,1.79459
87,3.807000000000016,2.477407,4.393703,1.80239,1.5796,1.79425
88,3.704000000000008,2.436595,4.41406,1.83003,1.60277,1.79208
89,3.7520000000000095,2.440578,4.381969,1.83755,1.60055,1.78818
90,3.6920000000000073,2.465014,4.371822,1.85117,1.58693,1.80699
91,3.693000000000041,2.439616,4.392443,1.83418,1.57646,1.77932
92,3.6959999999999695,2.448271,4.377965,1.80312,1.61172,1.81293
93,3.665000000000021,2.489836,4.404202,1.81444,1.61169,1.85399
94,3.710000000000037,2.438751,4.412814,1.87301,1.66922,1.90816
95,3.704000000000008,2.460149,4.395445,1.88984,1.67904,1.93017
96,3.713999999999998,2.465691,4.391455,1.92154,1.67974,1.90916
97,3.69399999999996,2.44487,4.445038,1.92107,1.69622,1.89873
98,3.6829999999999927,2.451805,4.346515,1.93162,1.68721,1.89852
99,3.693000000000041,2.466992,4.35494,1.90769,1.68778,1.87984
