instance_number,clingo,clingo api,clingo api heu,incr heu,no remodel,no switch
46,0.0,0.139784,0.121689,0.001321,0.001427,0.001329
47,0.0,0.140659,0.122205,0.001321,0.001453,0.001329
48,0.0,0.140599,0.122261,0.001374,0.001458,0.001378
49,0.0,0.140028,0.12185,0.001385,0.001494,0.001397
50,0.0,0.141316,0.121567,0.001436,0.001532,0.00141
51,0.0,0.141307,0.121789,0.001464,0.0016,0.001487
52,0.0,0.140795,0.122055,0.00146,0.001601,0.001484
53,0.0,0.141536,0.122759,0.00148,0.001534,0.001488
54,0.0,0.142103,0.121236,0.001522,0.001665,0.001519
55,0.0,0.140941,0.122675,0.001522,0.001686,0.001558
56,0.0,0.143003,0.122846,0.001543,0.001698,0.001561
57,0.0,0.140442,0.122624,0.001575,0.001719,0.001596
58,0.0,0.141224,0.122505,0.001631,0.001759,0.001594
59,0.0,0.139011,0.123471,0.001658,0.001762,0.001641
60,0.0,0.139977,0.122372,0.00164,0.001813,0.00165
61,0.0,0.139557,0.122399,0.001693,0.001832,0.001703
62,0.0,0.140143,0.122777,0.00173,0.001879,0.001677
63,0.0,0.140016,0.123195,0.001713,0.00191,0.001739
64,0.0,0.141285,0.12304,0.001784,0.001926,0.001775
65,0.0,0.141735,0.122766,0.001766,0.001957,0.001756
66,0.0,0.141148,0.124111,0.001813,0.001965,0.001815
67,0.0,0.141219,0.124459,0.001846,0.002046,0.001827
68,0.0,0.141253,0.123884,0.001855,0.002039,0.001884
69,0.0,0.141576,0.124358,0.001907,0.002076,0.001889
70,0.0,0.142489,0.124422,0.001906,0.00209,0.001909
71,0.0,0.141906,0.124943,0.001959,0.002116,0.001947
72,0.0,0.14189,0.124089,0.001955,0.002148,0.001958
73,0.0,0.141169,0.124435,0.001972,0.002167,0.00198
74,0.0,0.14226,0.125456,0.002011,0.002176,0.002
75,0.0,0.141433,0.126082,0.00204,0.002224,0.001987
76,0.0,0.142265,0.125595,0.002053,0.002101,0.002053
77,0.0,0.141378,0.125546,0.002085,0.002128,0.002084
78,0.0,0.142162,0.124608,0.002088,0.002289,0.002119
79,0.0,0.141885,0.125318,0.002137,0.002286,0.002087
80,0.0,0.14246,0.125416,0.002132,0.002346,0.00217
81,0.0,0.142081,0.125562,0.002183,0.002343,0.002158
82,0.0,0.142511,0.126008,0.002199,0.002394,0.002168
83,0.0,0.141913,0.126338,0.002206,0.00243,0.002206
84,0.0,0.143168,0.126778,0.002313,0.002438,0.002216
85,0.0,0.14308,0.125252,0.002274,0.002468,0.002267
86,0.0,0.143232,0.126765,0.002308,0.00251,0.002307
87,0.0,0.142864,0.126986,0.002354,0.002484,0.002331
88,0.0,0.143401,0.126103,0.00233,0.002559,0.002374
89,0.0,0.142934,0.126356,0.00238,0.002565,0.002367
90,0.0,0.143443,0.126581,0.002381,0.002584,0.002359
91,0.0,0.143192,0.126801,0.002398,0.002592,0.002378
92,0.0,0.142951,0.126305,0.002451,0.002643,0.002485
93,0.0,0.142834,0.126636,0.002452,0.002693,0.002432
94,0.0,0.143169,0.12881,0.002536,0.002717,0.002479
95,0.0,0.142786,0.127458,0.002504,0.00276,0.002484
96,0.0,0.143675,0.127931,0.002538,0.002785,0.002484
97,0.0,0.143272,0.126881,0.002548,0.002774,0.002562
98,0.0,0.144113,0.126405,0.002588,0.002797,0.002543
99,0.0,0.144369,0.12737,0.002621,0.002887,0.002579
