instance_number,clingo,clingo api,clingo api heu,incr heu,no remodel,no switch
87,411.43,453.135921,0.980669,5.53698,1617.34,5.40762
88,409.11,454.844999,0.978275,5.59081,1608.42,5.42875
89,408.46,455.003666,0.979843,5.56777,1597.05,5.45565
90,410.02,453.742925,0.983028,5.61326,1593.71,5.4646
91,404.71,453.488616,0.976235,5.59773,1599.88,5.4826
92,404.18,453.468841,0.980962,5.62427,1599.59,5.52692
93,403.68,453.762098,0.980568,5.63633,1600.53,5.58279
94,406.09,453.001694,0.980435,5.65494,1598.3,5.5796
95,412.13,453.312151,0.977153,5.66718,1597.29,5.60442
96,404.12,454.664194,0.983052,5.73054,1596.62,5.59276
97,406.66,453.168632,0.980116,5.74475,1603.86,5.61439
98,409.26,453.855377,0.977979,5.74648,1602.69,5.62224
99,407.34,454.402572,0.977298,5.74914,1599.57,5.62176
